j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
-59.89,15.92,-29.12,44.35,9.15,11.66,FAILURE,2026-05-23T18:26:44.928352
-59.64,17.59,-29.5,44.29,14.31,2.9,OPERATIONAL,2026-05-23T18:26:46.928352
-5.924,1.923,-2.9770000000000003,54.29,46.06,8.52,FAILURE,2026-05-23T18:26:48.928352
-58.69,20.84,-29.94,44.2,11.03,2.16,OPERATIONAL,2026-05-23T18:26:50.928352
-57.99,22.42,-30.0,44.15,9.73,2.08,OPERATIONAL,2026-05-23T18:26:52.928352
-57.15,23.96,-29.95,44.04,11.85,2.39,OPERATIONAL,2026-05-23T18:26:54.928352
-56.17,25.47,-29.79,43.94,9.37,1.98,OPERATIONAL,2026-05-23T18:26:56.928352
-55.04,26.93,-29.53,43.83,7.75,1.75,OPERATIONAL,2026-05-23T18:26:58.928352
-53.78,28.35,-29.16,43.74,9.46,1.92,OPERATIONAL,2026-05-23T18:27:00.928352
-52.38,29.73,-28.69,43.68,8.0,1.65,OPERATIONAL,2026-05-23T18:27:02.928352
-50.86,31.05,-28.11,43.6,6.32,1.53,OPERATIONAL,2026-05-23T18:27:04.928352
-49.2,32.33,-27.43,43.51,6.99,1.37,OPERATIONAL,2026-05-23T18:27:06.928352
-47.42,33.56,-26.65,43.41,7.0,1.42,OPERATIONAL,2026-05-23T18:27:08.928352
-45.53,34.73,-25.78,43.3,7.54,1.48,OPERATIONAL,2026-05-23T18:27:10.928352
-43.52,35.85,-24.81,43.18,5.63,1.27,OPERATIONAL,2026-05-23T18:27:12.928352
-41.4,36.91,-23.75,43.07,5.69,1.2,OPERATIONAL,2026-05-23T18:27:14.928352
-39.18,37.91,-22.61,42.96,6.1,1.42,OPERATIONAL,2026-05-23T18:27:16.928352
-36.86,38.84,-21.39,42.87,8.31,1.7,OPERATIONAL,2026-05-23T18:27:18.928352
-34.45,39.72,-20.09,42.82,7.95,1.61,OPERATIONAL,2026-05-23T18:27:20.928352
-31.95,40.54,-18.72,42.82,9.71,13.06,FAILURE,2026-05-23T18:27:22.928352
-29.37,41.28,-17.28,42.82,10.6,11.8,FAILURE,2026-05-23T18:27:24.928352
-26.72,41.97,-15.78,42.75,9.93,2.13,OPERATIONAL,2026-05-23T18:27:26.928352
-24.0,42.58,-14.22,42.67,7.95,1.76,OPERATIONAL,2026-05-23T18:27:28.928352
-21.22,43.13,-12.61,42.67,10.96,11.16,FAILURE,2026-05-23T18:27:30.928352
-18.39,43.61,-10.95,42.57,10.08,2.19,OPERATIONAL,2026-05-23T18:27:32.928352
-15.51,44.02,-9.26,42.71,11.66,2.39,OPERATIONAL,2026-05-23T18:27:34.928352
-12.59,44.36,-7.53,42.76,10.5,2.28,OPERATIONAL,2026-05-23T18:27:36.928352
-9.65,44.63,-5.78,42.67,11.39,2.19,OPERATIONAL,2026-05-23T18:27:38.928352
-6.68,44.82,-4.0,42.76,13.82,2.76,OPERATIONAL,2026-05-23T18:27:40.928352
-3.69,44.95,-2.21,42.86,14.68,2.84,OPERATIONAL,2026-05-23T18:27:42.928352
-0.69,45.0,-0.41,42.99,14.53,2.93,OPERATIONAL,2026-05-23T18:27:44.928352
2.31,44.98,1.39,43.04,15.48,3.13,OPERATIONAL,2026-05-23T18:27:46.928352
5.3,44.89,3.18,43.09,16.27,3.33,OPERATIONAL,2026-05-23T18:27:48.928352
8.28,44.72,4.96,43.17,15.87,3.16,OPERATIONAL,2026-05-23T18:27:50.928352
11.24,44.49,6.73,43.28,17.6,3.48,OPERATIONAL,2026-05-23T18:27:52.928352
14.18,44.18,8.47,43.42,19.73,3.82,OPERATIONAL,2026-05-23T18:27:54.928352
17.07,43.81,10.18,43.55,20.44,4.08,OPERATIONAL,2026-05-23T18:27:56.928352
19.93,43.36,11.85,43.62,18.95,3.55,OPERATIONAL,2026-05-23T18:27:58.928352
22.73,42.84,13.49,43.74,19.2,3.74,OPERATIONAL,2026-05-23T18:28:00.928352
25.48,42.26,15.07,43.79,21.48,4.0,OPERATIONAL,2026-05-23T18:28:02.928352
28.16,41.61,16.6,43.91,20.59,4.1,OPERATIONAL,2026-05-23T18:28:04.928352
30.77,40.89,18.07,43.96,21.75,4.04,OPERATIONAL,2026-05-23T18:28:06.928352
33.31,40.1,19.47,44.06,22.44,4.25,OPERATIONAL,2026-05-23T18:28:08.928352
35.76,39.26,20.8,44.17,22.27,4.13,OPERATIONAL,2026-05-23T18:28:10.928352
38.12,38.34,22.06,44.29,22.84,4.34,OPERATIONAL,2026-05-23T18:28:12.928352
40.39,37.37,23.24,44.35,21.95,4.19,OPERATIONAL,2026-05-23T18:28:14.928352
42.56,36.34,24.34,86.33,12.19,2.36,WARNING,2026-05-23T18:28:16.928352
44.62,35.25,25.34,44.46,23.43,4.53,OPERATIONAL,2026-05-23T18:28:18.928352
46.57,34.1,26.26,44.51,21.62,4.04,OPERATIONAL,2026-05-23T18:28:20.928352
48.4,32.9,27.08,44.65,23.32,4.42,OPERATIONAL,2026-05-23T18:28:22.928352
50.11,31.65,27.81,44.75,21.12,4.01,OPERATIONAL,2026-05-23T18:28:24.928352
51.7,30.34,28.43,44.85,22.48,4.16,OPERATIONAL,2026-05-23T18:28:26.928352
53.16,28.99,28.96,44.79,21.01,4.0,OPERATIONAL,2026-05-23T18:28:28.928352
54.48,27.59,29.37,44.72,19.71,3.78,OPERATIONAL,2026-05-23T18:28:30.928352
55.67,26.15,29.69,44.63,19.48,3.69,OPERATIONAL,2026-05-23T18:28:32.928352
56.72,24.66,29.89,44.74,21.05,4.13,OPERATIONAL,2026-05-23T18:28:34.928352
57.63,23.14,29.99,44.83,20.3,3.95,OPERATIONAL,2026-05-23T18:28:36.928352
58.39,21.57,29.98,44.75,18.21,3.44,OPERATIONAL,2026-05-23T18:28:38.928352
59.01,19.98,29.86,44.65,16.91,3.44,OPERATIONAL,2026-05-23T18:28:40.928352
59.48,18.35,29.64,44.6,18.53,3.59,OPERATIONAL,2026-05-23T18:28:42.928352
59.8,16.69,29.31,44.49,16.63,3.26,OPERATIONAL,2026-05-23T18:28:44.928352
59.97,15.01,28.87,44.39,14.21,2.72,OPERATIONAL,2026-05-23T18:28:46.928352
59.99,13.3,28.33,44.32,14.67,2.94,OPERATIONAL,2026-05-23T18:28:48.928352
59.86,11.57,27.69,44.25,14.06,2.69,OPERATIONAL,2026-05-23T18:28:50.928352
59.58,9.82,26.94,44.14,13.3,2.57,OPERATIONAL,2026-05-23T18:28:52.928352
59.16,8.06,26.1,44.09,12.39,2.59,OPERATIONAL,2026-05-23T18:28:54.928352
58.58,6.28,25.17,44.01,11.81,2.27,OPERATIONAL,2026-05-23T18:28:56.928352
57.86,4.49,24.14,43.92,9.88,2.09,OPERATIONAL,2026-05-23T18:28:58.928352
57.0,2.7,23.03,87.05,11.35,2.18,WARNING,2026-05-23T18:29:00.928352
55.99,0.9,21.84,43.8,9.9,2.18,OPERATIONAL,2026-05-23T18:29:02.928352
54.84,-0.9,20.57,43.7,7.57,1.76,OPERATIONAL,2026-05-23T18:29:04.928352
53.56,-2.7,19.22,43.7,10.73,13.39,FAILURE,2026-05-23T18:29:06.928352
52.14,-4.49,17.8,43.64,8.23,1.66,OPERATIONAL,2026-05-23T18:29:08.928352
50.59,-6.28,16.32,43.57,7.97,1.69,OPERATIONAL,2026-05-23T18:29:10.928352
48.91,-8.06,14.79,43.52,8.34,1.7,OPERATIONAL,2026-05-23T18:29:12.928352
47.11,-9.82,13.19,43.46,7.86,1.58,OPERATIONAL,2026-05-23T18:29:14.928352
45.2,-11.57,11.55,43.34,8.19,1.86,OPERATIONAL,2026-05-23T18:29:16.928352
43.17,-13.3,9.87,43.26,5.84,1.36,OPERATIONAL,2026-05-23T18:29:18.928352
41.03,-15.01,8.16,43.18,6.7,1.36,OPERATIONAL,2026-05-23T18:29:20.928352
38.79,-16.69,6.41,43.09,8.08,1.78,OPERATIONAL,2026-05-23T18:29:22.928352
36.46,-18.35,4.64,43.01,6.17,1.24,OPERATIONAL,2026-05-23T18:29:24.928352
34.03,-19.98,2.86,42.89,6.9,1.59,OPERATIONAL,2026-05-23T18:29:26.928352
31.52,-21.57,1.06,42.84,8.29,1.82,OPERATIONAL,2026-05-23T18:29:28.928352
28.93,-23.14,-0.74,92.7,11.5,2.31,WARNING,2026-05-23T18:29:30.928352
26.26,-24.66,-2.54,42.72,10.16,2.21,OPERATIONAL,2026-05-23T18:29:32.928352
23.54,-26.15,-4.32,42.72,9.94,11.07,FAILURE,2026-05-23T18:29:34.928352
20.75,-27.59,-6.1,42.65,9.51,1.83,OPERATIONAL,2026-05-23T18:29:36.928352
17.91,-28.99,-7.85,42.75,10.92,2.27,OPERATIONAL,2026-05-23T18:29:38.928352
15.02,-30.34,-9.57,81.77,12.32,2.32,WARNING,2026-05-23T18:29:40.928352
12.1,-31.65,-11.26,42.81,11.72,2.4,OPERATIONAL,2026-05-23T18:29:42.928352
9.15,-32.9,-12.9,42.94,12.35,2.59,OPERATIONAL,2026-05-23T18:29:44.928352
0.617,-3.41,-1.4500000000000002,48.22,43.95,8.73,FAILURE,2026-05-23T18:29:46.928352
3.18,-35.25,-16.05,43.05,13.45,2.69,OPERATIONAL,2026-05-23T18:29:48.928352
0.18,-36.34,-17.54,43.15,15.57,3.02,OPERATIONAL,2026-05-23T18:29:50.928352
-2.81,-37.37,-18.97,43.25,16.43,3.14,OPERATIONAL,2026-05-23T18:29:52.928352
-5.81,-38.35,-20.33,43.35,17.69,3.39,OPERATIONAL,2026-05-23T18:29:54.928352
-8.78,-39.26,-21.62,43.47,18.34,3.64,OPERATIONAL,2026-05-23T18:29:56.928352
-11.74,-40.1,-22.83,43.57,18.34,3.5,OPERATIONAL,2026-05-23T18:29:58.928352
-14.67,-40.89,-23.95,43.69,19.02,3.7,OPERATIONAL,2026-05-23T18:30:00.928352
-17.55,-41.61,-24.99,43.77,19.34,3.84,OPERATIONAL,2026-05-23T18:30:02.928352
-20.4,-42.26,-25.94,43.84,19.92,3.86,OPERATIONAL,2026-05-23T18:30:04.928352
-23.19,-42.84,-26.8,43.96,20.85,3.9,OPERATIONAL,2026-05-23T18:30:06.928352
-25.93,-43.36,-27.56,44.07,22.34,4.12,OPERATIONAL,2026-05-23T18:30:08.928352
-28.6,-43.81,-28.22,44.21,20.44,3.92,OPERATIONAL,2026-05-23T18:30:10.928352
-31.2,-44.18,-28.78,44.27,21.85,4.26,OPERATIONAL,2026-05-23T18:30:12.928352
-33.73,-44.49,-29.24,44.36,21.92,4.34,OPERATIONAL,2026-05-23T18:30:14.928352
-36.16,-44.72,-29.59,44.43,21.89,4.19,OPERATIONAL,2026-05-23T18:30:16.928352
-38.51,-44.89,-29.83,44.57,22.97,4.29,OPERATIONAL,2026-05-23T18:30:18.928352
-40.76,-44.98,-29.97,44.66,24.35,4.75,OPERATIONAL,2026-05-23T18:30:20.928352
-42.91,-45.0,-30.0,79.53,11.3,2.15,WARNING,2026-05-23T18:30:22.928352
-44.95,-44.95,-29.92,44.72,22.28,4.41,OPERATIONAL,2026-05-23T18:30:24.928352
-46.88,-44.82,-29.73,44.82,22.82,4.23,OPERATIONAL,2026-05-23T18:30:26.928352
-48.7,-44.62,-29.44,44.91,22.55,4.43,OPERATIONAL,2026-05-23T18:30:28.928352
-50.39,-44.36,-29.04,44.99,23.6,4.6,OPERATIONAL,2026-05-23T18:30:30.928352
-51.95,-44.02,-28.53,44.9,21.34,4.06,OPERATIONAL,2026-05-23T18:30:32.928352
-53.39,-43.61,-27.93,45.04,21.44,4.16,OPERATIONAL,2026-05-23T18:30:34.928352
-54.69,-43.13,-27.22,44.98,21.28,4.19,OPERATIONAL,2026-05-23T18:30:36.928352
-55.86,-42.58,-26.42,44.88,19.69,3.68,OPERATIONAL,2026-05-23T18:30:38.928352
-56.88,-41.97,-25.52,44.78,19.95,3.86,OPERATIONAL,2026-05-23T18:30:40.928352
-57.76,-41.28,-24.52,44.73,18.84,3.7,OPERATIONAL,2026-05-23T18:30:42.928352
-58.5,-40.54,-23.44,44.65,18.67,3.63,OPERATIONAL,2026-05-23T18:30:44.928352
-59.1,-39.72,-22.28,44.54,16.59,3.25,OPERATIONAL,2026-05-23T18:30:46.928352
-59.54,-38.84,-21.03,44.44,16.95,3.34,OPERATIONAL,2026-05-23T18:30:48.928352
-59.84,-37.9,-19.71,44.38,17.5,3.43,OPERATIONAL,2026-05-23T18:30:50.928352
-59.98,-36.9,-18.32,44.32,15.82,2.97,OPERATIONAL,2026-05-23T18:30:52.928352
-59.98,-35.85,-16.86,44.24,15.99,3.14,OPERATIONAL,2026-05-23T18:30:54.928352
-59.83,-34.73,-15.35,44.12,12.68,2.65,OPERATIONAL,2026-05-23T18:30:56.928352
-59.52,-33.56,-13.77,44.07,13.06,2.66,OPERATIONAL,2026-05-23T18:30:58.928352
-59.07,-32.33,-12.15,44.02,10.78,2.13,OPERATIONAL,2026-05-23T18:31:00.928352
-58.47,-31.05,-10.48,43.94,11.26,2.4,OPERATIONAL,2026-05-23T18:31:02.928352
-57.73,-29.73,-8.78,43.89,11.1,2.37,OPERATIONAL,2026-05-23T18:31:04.928352
-56.84,-28.35,-7.04,43.79,10.53,2.0,OPERATIONAL,2026-05-23T18:31:06.928352
-55.81,-26.93,-5.28,43.68,10.35,1.99,OPERATIONAL,2026-05-23T18:31:08.928352
-54.63,-25.47,-3.5,43.6,7.96,1.74,OPERATIONAL,2026-05-23T18:31:10.928352
-53.33,-23.96,-1.71,43.55,7.23,1.47,OPERATIONAL,2026-05-23T18:31:12.928352
-51.89,-22.42,0.09,43.48,8.29,1.62,OPERATIONAL,2026-05-23T18:31:14.928352
-50.31,-20.84,1.89,43.37,9.17,1.96,OPERATIONAL,2026-05-23T18:31:16.928352
-48.62,-19.23,3.68,43.26,5.91,1.29,OPERATIONAL,2026-05-23T18:31:18.928352
-46.8,-17.59,5.46,43.2,6.07,1.34,OPERATIONAL,2026-05-23T18:31:20.928352
-44.87,-15.92,7.22,43.12,5.93,1.25,OPERATIONAL,2026-05-23T18:31:22.928352
-42.82,-14.22,8.95,43.01,5.66,1.18,OPERATIONAL,2026-05-23T18:31:24.928352
-40.66,-12.5,10.65,42.9,8.07,1.73,OPERATIONAL,2026-05-23T18:31:26.928352
-38.41,-10.77,12.32,42.85,7.3,1.55,OPERATIONAL,2026-05-23T18:31:28.928352
-36.06,-9.01,13.93,42.79,5.84,1.33,OPERATIONAL,2026-05-23T18:31:30.928352
-33.61,-7.24,15.5,42.67,7.99,1.72,OPERATIONAL,2026-05-23T18:31:32.928352
-31.09,-5.46,17.01,42.6,9.27,1.9,OPERATIONAL,2026-05-23T18:31:34.928352
-28.48,-3.67,18.47,42.54,8.41,1.7,OPERATIONAL,2026-05-23T18:31:36.928352
-25.81,-1.87,19.85,42.47,9.78,1.96,OPERATIONAL,2026-05-23T18:31:38.928352
-23.07,-0.07,21.16,42.36,8.27,1.76,OPERATIONAL,2026-05-23T18:31:40.928352
-20.27,1.73,22.4,42.48,10.86,2.22,OPERATIONAL,2026-05-23T18:31:42.928352
-17.43,3.53,23.56,42.55,11.0,2.16,OPERATIONAL,2026-05-23T18:31:44.928352
-14.53,5.32,24.63,42.7,12.52,2.51,OPERATIONAL,2026-05-23T18:31:46.928352
-11.61,7.1,25.61,42.82,12.86,2.66,OPERATIONAL,2026-05-23T18:31:48.928352
-8.65,8.87,26.5,42.97,11.94,2.46,OPERATIONAL,2026-05-23T18:31:50.928352
-5.67,10.63,27.3,42.9,12.2,2.46,OPERATIONAL,2026-05-23T18:31:52.928352
-2.68,12.37,27.99,87.31,12.88,2.51,WARNING,2026-05-23T18:31:54.928352
0.32,14.09,28.59,42.97,16.2,3.08,OPERATIONAL,2026-05-23T18:31:56.928352
3.32,15.79,29.08,43.11,16.72,3.26,OPERATIONAL,2026-05-23T18:31:58.928352
6.31,17.46,29.47,43.18,16.36,3.21,OPERATIONAL,2026-05-23T18:32:00.928352
9.28,19.1,29.76,43.32,16.73,3.25,OPERATIONAL,2026-05-23T18:32:02.928352
12.23,20.72,29.93,43.41,16.77,3.16,OPERATIONAL,2026-05-23T18:32:04.928352
15.15,22.3,30.0,43.56,20.14,3.75,OPERATIONAL,2026-05-23T18:32:06.928352
18.04,23.84,29.96,43.65,18.48,3.68,OPERATIONAL,2026-05-23T18:32:08.928352
20.87,25.35,29.81,43.76,20.57,4.02,OPERATIONAL,2026-05-23T18:32:10.928352
23.66,26.82,29.56,43.86,21.43,4.2,OPERATIONAL,2026-05-23T18:32:12.928352
26.39,28.24,29.19,43.97,21.78,4.16,OPERATIONAL,2026-05-23T18:32:14.928352
29.05,29.62,28.73,44.07,22.84,4.29,OPERATIONAL,2026-05-23T18:32:16.928352
31.63,30.95,28.16,44.13,21.46,4.26,OPERATIONAL,2026-05-23T18:32:18.928352
34.14,32.23,27.49,44.25,22.16,4.22,OPERATIONAL,2026-05-23T18:32:20.928352
36.57,33.46,26.72,44.25,10.98,14.1,FAILURE,2026-05-23T18:32:22.928352
38.9,34.64,25.85,44.39,21.75,4.21,OPERATIONAL,2026-05-23T18:32:24.928352
41.13,35.76,24.89,44.47,21.97,4.23,OPERATIONAL,2026-05-23T18:32:26.928352
43.26,36.82,23.84,44.54,22.16,4.24,OPERATIONAL,2026-05-23T18:32:28.928352
45.29,37.83,22.71,44.6,22.12,4.21,OPERATIONAL,2026-05-23T18:32:30.928352
47.2,38.77,21.49,44.65,22.79,4.45,OPERATIONAL,2026-05-23T18:32:32.928352
48.99,39.65,20.2,44.78,22.57,4.26,OPERATIONAL,2026-05-23T18:32:34.928352
50.66,40.47,18.83,44.78,9.05,12.37,FAILURE,2026-05-23T18:32:36.928352
52.2,41.23,17.4,44.78,10.3,12.46,FAILURE,2026-05-23T18:32:38.928352
53.62,41.92,15.9,44.87,22.45,4.4,OPERATIONAL,2026-05-23T18:32:40.928352
54.9,42.54,14.34,44.81,21.53,4.02,OPERATIONAL,2026-05-23T18:32:42.928352
56.04,43.09,12.74,44.76,19.21,3.73,OPERATIONAL,2026-05-23T18:32:44.928352
57.04,43.57,11.09,44.71,19.23,3.81,OPERATIONAL,2026-05-23T18:32:46.928352
57.9,43.99,9.4,44.65,18.56,3.7,OPERATIONAL,2026-05-23T18:32:48.928352
58.61,44.33,7.67,44.54,17.08,3.42,OPERATIONAL,2026-05-23T18:32:50.928352
59.18,44.61,5.92,44.44,18.95,3.68,OPERATIONAL,2026-05-23T18:32:52.928352
59.6,44.81,4.14,44.33,18.14,3.37,OPERATIONAL,2026-05-23T18:32:54.928352
59.87,44.94,2.35,44.26,15.85,3.2,OPERATIONAL,2026-05-23T18:32:56.928352
59.99,45.0,0.56,44.21,15.01,2.9,OPERATIONAL,2026-05-23T18:32:58.928352
59.96,44.98,-1.24,44.15,14.29,2.72,OPERATIONAL,2026-05-23T18:33:00.928352
59.79,44.9,-3.04,44.07,13.98,2.86,OPERATIONAL,2026-05-23T18:33:02.928352
59.46,44.74,-4.82,43.99,13.49,2.54,OPERATIONAL,2026-05-23T18:33:04.928352
58.98,44.51,-6.59,43.94,12.75,2.48,OPERATIONAL,2026-05-23T18:33:06.928352
58.36,44.21,-8.33,43.86,11.57,2.27,OPERATIONAL,2026-05-23T18:33:08.928352
57.59,43.84,-10.05,43.75,11.59,2.27,OPERATIONAL,2026-05-23T18:33:10.928352
56.67,43.4,-11.72,86.48,12.37,2.37,WARNING,2026-05-23T18:33:12.928352
55.62,42.89,-13.36,43.64,8.51,1.69,OPERATIONAL,2026-05-23T18:33:14.928352
54.42,42.31,-14.94,43.56,8.78,1.91,OPERATIONAL,2026-05-23T18:33:16.928352
53.09,41.66,-16.48,43.45,8.43,1.79,OPERATIONAL,2026-05-23T18:33:18.928352
51.63,40.95,-17.95,43.35,7.18,1.42,OPERATIONAL,2026-05-23T18:33:20.928352
50.04,40.17,-19.36,43.26,8.1,1.77,OPERATIONAL,2026-05-23T18:33:22.928352
48.32,39.33,-20.7,43.21,8.34,1.84,OPERATIONAL,2026-05-23T18:33:24.928352
46.48,38.42,-21.96,43.11,6.85,1.42,OPERATIONAL,2026-05-23T18:33:26.928352
44.53,37.45,-23.15,43.01,7.21,1.41,OPERATIONAL,2026-05-23T18:33:28.928352
42.46,36.42,-24.25,42.95,6.5,1.56,OPERATIONAL,2026-05-23T18:33:30.928352
40.29,35.34,-25.27,42.86,6.99,1.65,OPERATIONAL,2026-05-23T18:33:32.928352
38.02,34.2,-26.19,42.75,8.28,1.71,OPERATIONAL,2026-05-23T18:33:34.928352
35.65,33.0,-27.02,42.63,7.9,1.77,OPERATIONAL,2026-05-23T18:33:36.928352
33.2,31.75,-27.75,42.63,9.73,12.2,FAILURE,2026-05-23T18:33:38.928352
30.66,30.45,-28.39,42.53,8.0,1.58,OPERATIONAL,2026-05-23T18:33:40.928352
28.04,29.1,-28.92,42.48,7.54,1.65,OPERATIONAL,2026-05-23T18:33:42.928352
25.35,27.7,-29.34,42.4,9.59,1.89,OPERATIONAL,2026-05-23T18:33:44.928352
22.6,26.26,-29.67,42.46,10.83,2.2,OPERATIONAL,2026-05-23T18:33:46.928352
19.8,24.78,-29.88,42.61,10.6,2.06,OPERATIONAL,2026-05-23T18:33:48.928352
16.94,23.26,-29.99,42.5,10.59,2.14,OPERATIONAL,2026-05-23T18:33:50.928352
14.04,21.7,-29.99,42.65,12.51,2.56,OPERATIONAL,2026-05-23T18:33:52.928352
11.11,20.11,-29.88,42.76,11.52,2.33,OPERATIONAL,2026-05-23T18:33:54.928352
8.15,18.48,-29.66,42.86,11.97,2.47,OPERATIONAL,2026-05-23T18:33:56.928352
5.17,16.82,-29.34,42.92,14.62,3.03,OPERATIONAL,2026-05-23T18:33:58.928352
2.18,15.14,-28.91,43.03,13.18,2.48,OPERATIONAL,2026-05-23T18:34:00.928352
-0.82,13.43,-28.38,43.13,15.38,2.96,OPERATIONAL,2026-05-23T18:34:02.928352
-3.82,11.71,-27.74,43.22,15.16,2.9,OPERATIONAL,2026-05-23T18:34:04.928352
-6.81,9.96,-27.01,43.34,18.22,3.39,OPERATIONAL,2026-05-23T18:34:06.928352
-9.78,8.2,-26.17,43.42,17.56,3.33,OPERATIONAL,2026-05-23T18:34:08.928352
-12.73,6.42,-25.25,43.49,18.46,3.68,OPERATIONAL,2026-05-23T18:34:10.928352
-15.64,4.63,-24.23,43.59,17.89,3.46,OPERATIONAL,2026-05-23T18:34:12.928352
-18.52,2.84,-23.13,43.59,10.95,14.17,FAILURE,2026-05-23T18:34:14.928352
-21.35,1.04,-21.94,43.69,21.77,4.24,OPERATIONAL,2026-05-23T18:34:16.928352
-24.12,-0.76,-20.67,92.89,11.69,2.37,WARNING,2026-05-23T18:34:18.928352
-26.84,-2.56,-19.33,43.77,21.81,4.04,OPERATIONAL,2026-05-23T18:34:20.928352
-29.49,-4.35,-17.92,43.83,22.98,4.33,OPERATIONAL,2026-05-23T18:34:22.928352
-32.06,-6.14,-16.44,43.83,9.45,13.02,FAILURE,2026-05-23T18:34:24.928352
-34.56,-7.92,-14.91,43.97,22.48,4.4,OPERATIONAL,2026-05-23T18:34:26.928352
-36.96,-9.68,-13.32,44.1,23.02,4.39,OPERATIONAL,2026-05-23T18:34:28.928352
-39.28,-11.43,-11.69,44.21,24.06,4.5,OPERATIONAL,2026-05-23T18:34:30.928352
-41.5,-13.16,-10.01,44.31,23.87,4.51,OPERATIONAL,2026-05-23T18:34:32.928352
-43.61,-14.87,-8.3,44.37,22.32,4.35,OPERATIONAL,2026-05-23T18:34:34.928352
-45.62,-16.56,-6.55,44.45,23.4,4.59,OPERATIONAL,2026-05-23T18:34:36.928352
-47.51,-18.22,-4.78,44.56,22.72,4.28,OPERATIONAL,2026-05-23T18:34:38.928352
-49.28,-19.85,-3.0,44.69,21.83,4.28,OPERATIONAL,2026-05-23T18:34:40.928352
-50.93,-21.45,-1.2,44.78,22.39,4.15,OPERATIONAL,2026-05-23T18:34:42.928352
-52.45,-23.01,0.6,44.93,22.98,4.51,OPERATIONAL,2026-05-23T18:34:44.928352
-5.384,-2.454,0.23900000000000002,51.79,36.24,9.36,FAILURE,2026-05-23T18:34:46.928352
-55.1,-26.03,4.18,44.85,20.6,3.89,OPERATIONAL,2026-05-23T18:34:48.928352
-56.22,-27.48,5.96,44.9,21.23,4.05,OPERATIONAL,2026-05-23T18:34:50.928352
-57.19,-28.88,7.71,44.85,20.86,4.0,OPERATIONAL,2026-05-23T18:34:52.928352
-58.03,-30.24,9.43,44.75,20.12,3.83,OPERATIONAL,2026-05-23T18:34:54.928352
-58.72,-31.55,11.12,44.67,18.34,3.64,OPERATIONAL,2026-05-23T18:34:56.928352
-59.26,-32.8,12.77,44.6,16.98,3.19,OPERATIONAL,2026-05-23T18:34:58.928352
-59.66,-34.01,14.38,44.48,16.7,3.38,OPERATIONAL,2026-05-23T18:35:00.928352
-59.9,-35.16,15.93,44.37,14.56,2.75,OPERATIONAL,2026-05-23T18:35:02.928352
-60.0,-36.26,17.43,44.3,16.01,3.07,OPERATIONAL,2026-05-23T18:35:04.928352
-59.94,-37.29,18.86,44.19,13.14,2.47,OPERATIONAL,2026-05-23T18:35:06.928352
-59.74,-38.27,20.23,44.13,12.33,2.5,OPERATIONAL,2026-05-23T18:35:08.928352
-59.39,-39.19,21.52,44.02,14.0,2.72,OPERATIONAL,2026-05-23T18:35:10.928352
-58.89,-40.04,22.73,43.96,11.64,2.48,OPERATIONAL,2026-05-23T18:35:12.928352
-58.24,-40.83,23.87,43.87,10.26,2.16,OPERATIONAL,2026-05-23T18:35:14.928352
-57.44,-41.55,24.91,43.76,11.28,2.42,OPERATIONAL,2026-05-23T18:35:16.928352
-56.51,-42.21,25.87,43.68,9.89,1.98,OPERATIONAL,2026-05-23T18:35:18.928352
-55.43,-42.8,26.73,43.61,9.73,2.06,OPERATIONAL,2026-05-23T18:35:20.928352
-54.21,-43.32,27.5,43.53,8.71,1.96,OPERATIONAL,2026-05-23T18:35:22.928352
-52.86,-43.77,28.17,43.46,7.94,1.61,OPERATIONAL,2026-05-23T18:35:24.928352
-51.37,-44.16,28.74,43.35,7.58,1.52,OPERATIONAL,2026-05-23T18:35:26.928352
-49.76,-44.47,29.2,43.23,7.15,1.53,OPERATIONAL,2026-05-23T18:35:28.928352
-48.02,-44.71,29.56,43.12,7.28,1.57,OPERATIONAL,2026-05-23T18:35:30.928352
-46.16,-44.88,29.82,43.03,6.65,1.54,OPERATIONAL,2026-05-23T18:35:32.928352
-44.19,-44.97,29.96,42.94,7.9,1.61,OPERATIONAL,2026-05-23T18:35:34.928352
-42.11,-45.0,30.0,42.83,5.93,1.33,OPERATIONAL,2026-05-23T18:35:36.928352
-39.92,-44.95,29.93,42.73,6.73,1.48,OPERATIONAL,2026-05-23T18:35:38.928352
-3.7630000000000003,-4.483,2.975,52.71,44.59,9.8,FAILURE,2026-05-23T18:35:40.928352
-35.24,-44.64,29.47,42.62,8.3,1.6,OPERATIONAL,2026-05-23T18:35:42.928352
-3.2770000000000006,-4.438000000000001,2.907,53.06,40.48,7.65,FAILURE,2026-05-23T18:35:44.928352
-30.22,-44.05,28.58,83.85,11.95,2.25,WARNING,2026-05-23T18:35:46.928352
-27.59,-43.64,27.98,42.52,9.84,2.11,OPERATIONAL,2026-05-23T18:35:48.928352
-24.9,-43.17,27.28,42.47,8.65,1.67,OPERATIONAL,2026-05-23T18:35:50.928352
-22.14,-42.63,26.48,42.47,10.87,11.55,FAILURE,2026-05-23T18:35:52.928352
-19.32,-42.02,25.59,42.39,8.92,1.73,OPERATIONAL,2026-05-23T18:35:54.928352
-16.46,-41.34,24.61,42.47,12.22,2.38,OPERATIONAL,2026-05-23T18:35:56.928352
